work_key,title,evidence_set,dominant_contribution,year,venue,peer_reviewed,frozen_citation_count,interaction_interfaces,risk_or_property,interaction_dependence,scope_reason,decision_reason,evidence_basis,evidence_locator,author_signoff_required,human_scope_decision,human_contribution_decision,human_notes
zou2026calbench,CalBench: Evaluating Coordination-Privacy Trade-offs in Multi-Agent LLMs,set2_emerging,evaluation,2026,arXiv,no,2,I2_communication_routing;I4_delegation_action,R5_private_data_leakage;R6_authority_misuse,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=2. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,full_text,blocked-source-review/blocked-source-resolution-2/resolved_2.jsonl:pdf_url=https://arxiv.org/pdf/2605.09823 | full-source-review/full-corpus-review-enrichment-4/full_review_enriched_4.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2605.09823 | corpus/review_queue.csv:evidence_locator=blocked-source-review/blocked-source-resolution-2/resolved_2.jsonl:pdf_url=https://arxiv.org/pdf/2605.09823 | full-source-review/full-corpus-review-enrichment-4/full_review_enriched_4.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2605.09823,yes,,,
nakamura2026colosseum,Colosseum: Auditing Collusion in Cooperative Multi-Agent Systems,set2_emerging,evaluation,2026,arXiv,no,7,I2_communication_routing;I4_delegation_action;I6_observation_defense,R2_collusion_coordination;R5_private_data_leakage,structurally_multi_agent,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=7. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-0/full_review_enriched_0.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2602.15198 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-0/full_review_enriched_0.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2602.15198,yes,,,
arora2026safeagents,Exposing Weak Links in Multi-Agent Systems under Adversarial Prompting,set2_emerging,evaluation,2025,AAMAS Strategic Engineering Workshop,unclear,0,,,,2026-08-18 source reconciliation established a material inter-agent security path: task_decomposition_hides_global_harmful_intent_and_causes_compositional_execution_failure.,2026-08-18 benchmark reconciliation promoted this work into set2_emerging: task_decomposition_hides_global_harmful_intent_and_causes_compositional_execution_failure.,abstract,full-source-review/full-corpus-review-enrichment-6/full_review_enriched_6.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2511.10949 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-6/full_review_enriched_6.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2511.10949,yes,,,
lemercier2026gambit,GAMBIT: A Three-Mode Benchmark for Adversarial Robustness in Multi-Agent LLM Collectives,set2_emerging,evaluation,2026,arXiv,no,0,,,,2026-08-18 source reconciliation established a material inter-agent security path: adaptive_imposter_degrades_collective_integrity_while_evading_detection.,2026-08-18 benchmark reconciliation promoted this work into set2_emerging: adaptive_imposter_degrades_collective_integrity_while_evading_detection.,abstract,full-source-review/full-corpus-review-enrichment-6/full_review_enriched_6.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2605.09027 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-6/full_review_enriched_6.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2605.09027,yes,,,
mateotorrejon2026gammaf,GAMMAF: A Common Framework for Graph-Based Anomaly Monitoring Benchmarking in LLM Multi-Agent Systems,set2_emerging,evaluation,2026,arXiv,no,0,I2_communication_routing;I4_delegation_action;I5_aggregation_outcome;I6_observation_defense,R1_propagation_persistence;R3_collective_integrity,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-1/full_review_enriched_1.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2604.24477 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-1/full_review_enriched_1.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2604.24477,yes,,,
rahman2026harp,HARP: Measuring Harm Amplification in Multi-Agent LLM Systems,set2_emerging,evaluation,2026,arXiv,no,0,I2_communication_routing;I3_state_memory;I4_delegation_action,R1_propagation_persistence;R2_collusion_coordination;R7_availability_cost,structurally_multi_agent,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-6/full_review_enriched_6.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2605.27489 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-6/full_review_enriched_6.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2605.27489,yes,,,
doi:10.17605/osf.io/3fxqn,Infodeme: Structural Determinants of Misinformation Propagation in LLM Agent Societies,screened_out,evaluation,2026,Open MIND,no,0,I3_state_memory,R1_propagation_persistence;R3_collective_integrity,interaction_amplified,2026-08-21 named secondary membership signoff: moved to screened_out. The named human decision covers corpus membership only; source evidence verification remains pending.,2026-08-18 general-category adjudication retained this work in set2_emerging and assigned dominant_contribution=evaluation. 2026-08-21 named secondary membership signoff by expiol: set2_emerging -> screened_out; dominant_contribution retained as evaluation.,abstract,,no,exclude,,
chen2025medsentry,MedSentry: Understanding and Mitigating Safety Risks in Medical LLM Multi-Agent Systems,set2_emerging,evaluation,2025,arXiv,no,0,unspecified,unspecified,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-0/full_review_enriched_0.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2505.20824 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-0/full_review_enriched_0.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2505.20824,yes,,,
arxiv:2606.12709,"Smarter Saboteurs, Better Fixers: Scaling&Security in Linear Multi-Agent Workflows",set2_emerging,evaluation,2026,,no,0,I2_communication_routing;I4_delegation_action,unspecified,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",2026-08-18 general-category adjudication retained this work in set2_emerging and assigned dominant_contribution=evaluation.,abstract,full-source-review/full-corpus-review-enrichment-1/full_review_enriched_1.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2606.12709 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-1/full_review_enriched_1.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2606.12709,yes,,,
arxiv:2603.29846,SNEAK: Evaluating Strategic Communication and Information Leakage in Large Language Models,set2_emerging,evaluation,2026,arXiv.org,no,0,I2_communication_routing;I4_delegation_action,R5_private_data_leakage,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",2026-08-18 general-category adjudication retained this work in set2_emerging and assigned dominant_contribution=evaluation.,abstract,full-source-review/full-corpus-review-enrichment-5/full_review_enriched_5.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2603.29846 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-5/full_review_enriched_5.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2603.29846,yes,,,
arxiv:2510.14312,"Terrarium: Revisiting the Blackboard for Multi-Agent Safety, Privacy, and Security Studies",set2_emerging,evaluation,2025,arXiv.org,no,7,I2_communication_routing;I4_delegation_action,R5_private_data_leakage,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",2026-08-18 general-category adjudication retained this work in set2_emerging and assigned dominant_contribution=evaluation.,abstract,full-source-review/full-corpus-review-enrichment-2/full_review_enriched_2.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2510.14312 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-2/full_review_enriched_2.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2510.14312,yes,,,
arxiv:2605.17480,The Capability Paradox: How Smarter Auditors Make Multi-Agent Systems Less Secure,set2_emerging,evaluation,2026,arXiv.org,no,0,I4_delegation_action;I6_observation_defense,R1_propagation_persistence,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-6/full_review_enriched_6.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2605.17480 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-6/full_review_enriched_6.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2605.17480,yes,,,
arxiv:2605.06812,Towards Security-Auditable LLM Agents: A Unified Graph Representation,set2_emerging,evaluation,2026,arXiv.org,no,2,I3_state_memory;I4_delegation_action;I6_observation_defense,R1_propagation_persistence;R6_authority_misuse,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=2. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-4/full_review_enriched_4.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2605.06812 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-4/full_review_enriched_4.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2605.06812,yes,,,
arxiv:2511.08710,Convergence dynamics of Agent-to-Agent Interactions with Misaligned objectives,set2_emerging,general,2025,arXiv.org,no,0,I3_state_memory;I4_delegation_action,R1_propagation_persistence,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",2026-08-18 general-category adjudication retained this work in set2_emerging and assigned dominant_contribution=general.,abstract,full-source-review/full-corpus-review-enrichment-0/full_review_enriched_0.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2511.08710 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-0/full_review_enriched_0.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2511.08710,yes,,,
arxiv:2606.17368,"Distributed General-Purpose Agent Networks: Architecture, Key Mechanisms, and Prototypes",set2_emerging,general,2026,,unclear,0,I1_boundary_admission;I2_communication_routing;I4_delegation_action,R1_propagation_persistence;R2_collusion_coordination,structurally_multi_agent,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",2026-08-18 general-category adjudication retained this work in set2_emerging and assigned dominant_contribution=general.,abstract,full-source-review/full-corpus-review-enrichment-1/full_review_enriched_1.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2606.17368 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-1/full_review_enriched_1.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2606.17368,yes,,,
allegrini2025formalizing,Formalizing the Safety Security and Functional Properties of Agentic AI Systems,set2_emerging,general,2025,arXiv,no,0,I2_communication_routing;I4_delegation_action,unspecified,composition_induced,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",2026-08-18 general-category adjudication retained this work in set2_emerging and assigned dominant_contribution=general.,full_text,blocked-source-review/blocked-source-resolution-1/resolved_1.jsonl:pdf_url=https://arxiv.org/pdf/2510.14133 | full-source-review/full-corpus-review-enrichment-1/full_review_enriched_1.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2510.14133 | corpus/review_queue.csv:evidence_locator=blocked-source-review/blocked-source-resolution-1/resolved_1.jsonl:pdf_url=https://arxiv.org/pdf/2510.14133 | full-source-review/full-corpus-review-enrichment-1/full_review_enriched_1.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2510.14133,yes,,,
doi:10.2139/ssrn.6734798,"Multi-Agent Orchestration: Coordination, Trust, and Cascading Failures",set2_emerging,general,2026,SSRN Electronic Journal,no,0,I3_state_memory;I4_delegation_action;I6_observation_defense,R4_trajectory_goal_drift;R6_authority_misuse,composition_induced,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",2026-08-18 general-category adjudication retained this work in set2_emerging and assigned dominant_contribution=general.,abstract,corpus/review_queue.csv:paper_section=Overview and Related Work,yes,,,
doi:10.20944/preprints202602.1655.v1,"A Survey on the Unique Security of Autonomous and Collaborative LLM Agents: Threats, Defenses, and Futures",set2_emerging,survey,2026,Preprints.org,no,0,I1_boundary_admission;I2_communication_routing;I3_state_memory;I4_delegation_action;I5_aggregation_outcome,R1_propagation_persistence;R3_collective_integrity,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,,yes,,,
